strain	date	url	mutational_fitness	region	division	recency	country	clade_membership	pango_lineage	emerging_lineage	Nextclade_pango	current_frequency	epiweek	S1_mutations	genbank_accession	host	submitting_lab	author	accession	originating_lab	ace2_binding	immune_escape	logistic_growth
USA/ID-USAFSAM-S21225/2023	2023-02-22		3.12	North America	Idaho	3-7 days ago	USA	22E (Omicron)	BQ.1.1	BQ.1.1	BQ.1.1	0.01	202308	30.00	OQ579585	Homo sapiens	United States Air Force School of Aerospace Medicine Public Health Submission Group, 711th Human Performance Wing	Gruner et al		MOUNTAIN HOME AFB	0.775	0.831	-6.43
USA/MN-MDH-34266/2023	2023-02-06		3.18	North America	Minnesota	3-7 days ago	USA	22E (Omicron)	BQ.1.1	BQ.1.1	BQ.1.1	0.00	202306	30.00	OQ573489	Homo sapiens	Minnesota Department of Health Infectious Disease Laboratory Submission Group, Public Health Laboratory - Infectious Disease Lab	Garfin et al		ESSENTIA HEALTH-GRACEVILLE CLINIC	0.775	0.831	-6.43
USA/NH-CDCBI-CRSP_A53SFXOHWBIRX7KH/2022	2022-11-27		3.12	North America	New Hampshire	Older	USA	22E (Omicron)	BQ.1.1	BQ.1.1	BQ.1.1		202248	30.00	OP987471	Homo sapiens	Broad Institute of Harvard and MIT, Infectious Disease Program	Lemieux et al		Broad Institute Clinical Research Sequencing Platform	0.775	0.831	
USA/MO-CDC-QDX42861821/2022	2022-10-24		3.12	North America	Missouri	Older	USA	22E (Omicron)	BQ.1.1.7	BQ.1.1	BQ.1.1.7		202243	30.00	OP788663	Homo sapiens	Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases	Howard et al		Quest Diagnostics Incorporated	0.775	0.831	
USA/2212220010/2022	2022-12-22		3.12	North America	New Hampshire	One week ago	USA	22E (Omicron)	BQ.1.1	BQ.1.1	BQ.1.1		202251	31.00	OQ526175	Homo sapiens	Association of Public Health Laboratories, Infectious Diseases	Benton et al			0.775	0.831	
USA/MO-CDC-LC1005462/2023	2023-01-27		3.15	North America	Missouri	One month ago	USA	22E (Omicron)	BQ.1.1.54	BQ.1.1	BQ.1.1	0.00	202304	31.00	OQ431939	Homo sapiens	Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases	Howard et al		Laboratory Corporation of America	0.775	0.831	-9.33
USA/M00619487-F1-1/2023	2023-01-04		3.14	North America	Arkansas	Older	USA	22E (Omicron)	BQ.1.1.54	BQ.1.1	BQ.1.1.54	0.00	202301	30.00	OQ318627	Homo sapiens	Arkansas Department of Health, Public Health Laboratory	Yang et al			1.531	0.831	
USA/NV-CDC-QDX46136319/2023	2023-01-28		3.16	North America	Nevada	One month ago	USA	22E (Omicron)	BQ.1.1.54	BQ.1.1	BQ.1.1.54	0.00	202304	32.00	OQ426327	Homo sapiens	Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases	Howard et al		Quest Diagnostics Incorporated	0.775	0.831	-9.33
USA/OH-CDC-QDX45389699/2023	2023-01-08		3.16	North America	Ohio	Older	USA	22E (Omicron)	BQ.1.1.54	BQ.1.1	BQ.1.1.54	0.00	202302	32.00	OQ328942	Homo sapiens	Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases	Howard et al		Quest Diagnostics Incorporated	0.775	0.831	-9.33
USA/VI-CDC-2-6832065/2023	2023-01-17		3.12	North America	Virgin Islands	One month ago	USA	22E (Omicron)	BQ.1.1	BQ.1.1	BQ.1.22	0.00	202303	30.00	OQ444451	Homo sapiens	Centers for Disease Control and Prevention, Biotechnology Core Facility Branch	Sheth et al		VI-US Virgin Islands Department of Health	0.775	0.831	-8.40
USA/KY-CDC-LC0960567/2022	2022-12-09		3.12	North America	Kentucky	Older	USA	22E (Omicron)	BQ.1.1	BQ.1.1	BQ.1.1		202249	30.00	OQ118798	Homo sapiens	Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases	Howard et al		Laboratory Corporation of America	0.775	0.831	
USA/MD-CDC-QDX44991312/2022	2022-12-26		3.12	North America	Maryland	Older	USA	22E (Omicron)	BQ.1	BQ.1.1	BQ.1.1		202252	31.00	OQ243071	Homo sapiens	Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases	Howard et al		Quest Diagnostics Incorporated	0.775	0.831	
USA/OH-CDC-QDX45343693/2023	2023-01-07		3.12	North America	Ohio	Older	USA	22E (Omicron)	BQ.1.1.51	BQ.1.1	BQ.1.1.51	0.00	202301	31.00	OQ328558	Homo sapiens	Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases	Howard et al		Quest Diagnostics Incorporated	0.555	0.839	-8.01
USA/MD-CDC-QDX41638320/2022	2022-09-20		3.12	North America	Maryland	Older	USA	22E (Omicron)	BQ.1.1.51	BQ.1.1	BQ.1.1.51		202238	30.00	OP577272	Homo sapiens	Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases	Howard et al		Quest Diagnostics Incorporated	0.775	0.831	
USA/DC-CDC-LC0919153/2022	2022-10-23		3.12	North America	Washington DC	Older	USA	22E (Omicron)	BQ.1.1.51	BQ.1.1	BQ.1.1.51		202243	30.00	OP754889	Homo sapiens	Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases	Howard et al		Laboratory Corporation of America	0.775	0.831	
USA/DE-CDC-STM-3N6DK76S5/2023	2023-01-04		3.11	North America	Delaware	Older	USA	22E (Omicron)	BQ.1.1.51	BQ.1.1	BQ.1.1.51	0.00	202301	30.00	OQ254520	Homo sapiens	Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases	Howard et al		'Helix'	0.775	0.831	
USA/VT-23-000899-WGS-02/2023	2023-01-24		3.11	North America	Vermont	One month ago	USA	22E (Omicron)	BQ.1.1.51	BQ.1.1	BQ.1.1.51	0.00	202304	30.00	OQ414940	Homo sapiens	University of Vermont, Bioinformatics Shared Resource	Dragon et al		Vermont Department of Health Lab	0.775	0.831	-8.01
USA/GA-GPHL-3554/2022	2022-12-22		3.20	North America	Georgia	Older	USA	22E (Omicron)	BQ.1.1.51	BQ.1.1	BQ.1.1.51		202251	31.00	OQ305195	Homo sapiens	GPHL, Bacteriology	Parrott et al			0.775	0.831	
USA/GA-CDC-STM-JRD6SXB7P/2022	2022-10-12		3.12	North America	Georgia	Older	USA	22E (Omicron)	BQ.1.1.51	BQ.1.1	BQ.1.1.51		202241	30.00	OP733760	Homo sapiens	Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases	Howard et al		'Helix'	0.775	0.831	
USA/GA-CDC-QDX43211651/2022	2022-11-02		3.12	North America	Georgia	Older	USA	22E (Omicron)	BQ.1.1.51	BQ.1.1	BQ.1.1.51		202244	30.00	OQ287346	Homo sapiens	Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases	Howard et al		Quest Diagnostics Incorporated	0.775	0.831	
USA/DE-CDC-QDX45389975/2023	2023-01-07		3.11	North America	Delaware	Older	USA	22E (Omicron)	BQ.1.1.51	BQ.1.1	BQ.1.1.51	0.00	202301	30.00	OQ328570	Homo sapiens	Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases	Howard et al		Quest Diagnostics Incorporated	0.775	0.831	-8.01
USA/MN-CDC-LC0997871/2023	2023-01-23		3.11	North America	Minnesota	Older	USA	22E (Omicron)	BQ.1.1.51	BQ.1.1	BQ.1.1.51	0.00	202304	31.00	OQ364963	Homo sapiens	Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases	Howard et al		Laboratory Corporation of America	0.775	0.831	-8.01
USA/CT-CDCBI-CRSP_CSPK2CYBSQRKEOXV/2022	2022-12-07		3.12	North America	Connecticut	Older	USA	22E (Omicron)	BQ.1.1.51	BQ.1.1	BQ.1.1.51		202249	30.00	OQ107612	Homo sapiens	Broad Institute of Harvard and MIT, Infectious Disease Program	Lemieux et al		Broad Institute Clinical Research Sequencing Platform	0.775	0.831	
USA/CO-CDC-STM-YU9Y8EE8T/2022	2022-12-14		3.11	North America	Colorado	Older	USA	22E (Omicron)	BQ.1.1	BQ.1.1	BQ.1.1		202250	30.00	OQ138945	Homo sapiens	Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases	Howard et al		'Helix'	0.775	0.831	
USA/KY-CDC-LC0934527/2022	2022-11-08		3.12	North America	Kentucky	Older	USA	22E (Omicron)	BQ.1.1	BQ.1.1	BQ.1.1		202245	30.00	OP882949	Homo sapiens	Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases	Howard et al		Laboratory Corporation of America	0.775	0.831	
USA/CA-CDC-QDX46945745/2023	2023-02-16		3.11	North America	California	3-7 days ago	USA	22E (Omicron)	BQ.1.1	BQ.1.1	BQ.1.1	0.00	202307	30.00	OQ577853	Homo sapiens	Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases	Howard et al		Quest Diagnostics Incorporated	0.775	0.831	-6.57
USA/WV135506/2022	2022-11-18		3.12	North America	West Virginia	Older	USA	22E (Omicron)	BQ.1.1	BQ.1.1	BQ.1.1		202246	30.00	OQ396004	Homo sapiens	Marshall University School of Medicine, Biomedical Sciences	Denvir et al			0.775	0.831	
USA/ID-USAFSAM-S21041/2023	2023-01-09		3.12	North America	Idaho	Older	USA	22E (Omicron)	BQ.1.1	BQ.1.1	BQ.1.1	0.00	202302	30.00	OQ343387	Homo sapiens	United States Air Force School of Aerospace Medicine Public Health Submission Group, 711th Human Performance Wing	Gruner et al		MOUNTAIN HOME AFB	0.775	0.831	-6.57
USA/AR-CDC-QDX46060045/2023	2023-01-24		3.14	North America	Arkansas	One month ago	USA	22E (Omicron)	BQ.1.1.43	BQ.1.1	BQ.1.1.43	0.00	202304	31.00	OQ419817	Homo sapiens	Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases	Howard et al		Quest Diagnostics Incorporated	0.775	0.831	-6.57
USA/SD-CDC-LC1004211/2023	2023-01-24		3.19	North America	South Dakota	One month ago	USA	22E (Omicron)	BQ.1.1.43	BQ.1.1	BQ.1.1.43	0.00	202304	32.00	OQ431758	Homo sapiens	Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases	Howard et al		Laboratory Corporation of America	0.775	0.831	-6.57
USA/1016332238_2-10-2023/2022	2022-12-20		3.12	North America	Arkansas	One month ago	USA	22E (Omicron)	BQ.1.1	BQ.1.1	BQ.1.1		202251	30.00	OQ474648	Homo sapiens	University of Arkansas for Medical Sciences, Department of Pathology and Laboratory Services	Harley et al		University of Arkansas for Medical Sciences	0.111	0.215	
USA/NV-CDC-QDX46179385/2023	2023-01-29		3.12	North America	Nevada	One month ago	USA	22E (Omicron)	BQ.1.1	BQ.1.1	BQ.1.1	0.00	202305	30.00	OQ426475	Homo sapiens	Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases	Howard et al		Quest Diagnostics Incorporated	0.775	0.831	-6.57
USA/NE-CDC-LC0994365/2023	2023-01-09		3.12	North America	Nebraska	Older	USA	22E (Omicron)	BQ.1.1.61	BQ.1.1	BQ.1.1.61	0.00	202302	31.00	OQ353125	Homo sapiens	Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases	Howard et al		Laboratory Corporation of America	0.775	0.831	-6.57
USA/ID-USAFSAM-S21114/2023	2023-01-23		3.13	North America	Idaho	One month ago	USA	22E (Omicron)	BQ.1.1.61	BQ.1.1	BQ.1.1.61	0.00	202304	31.00	OQ413680	Homo sapiens	United States Air Force School of Aerospace Medicine Public Health Submission Group, 711th Human Performance Wing	Gruner et al		MOUNTAIN HOME AFB	0.775	0.831	-6.57
USA/SD-SDAIHG-2094/2022	2022-11-30		3.12	North America	South Dakota	One month ago	USA	22E (Omicron)	BQ.1.1	BQ.1.1	BQ.1.1		202248	30.00	OQ436694	Homo sapiens	South Dakota INBRE/Avera Institute for Human Genetics, SD-INBRE-AIHG	Davis et al			0.775	0.831	
USA/2230195/2023	2023-01-11		3.12	North America	Iowa	Older	USA	22E (Omicron)	BQ.1.1.22	BQ.1.1	BQ.1.1.22	0.00	202302	31.00	OQ338306	Homo sapiens	State Hygienic Laboratory at the University of Iowa, Molecular	Reeb et al		State Hygienic Laboratory at the University of Iowa	0.775	0.831	-5.97
USA/DC-CDC-LC0930271/2022	2022-11-08		3.18	North America	Washington DC	Older	USA	22E (Omicron)	BQ.1.1.51	BQ.1.1	BQ.1.1.51		202245	30.00	OP861418	Homo sapiens	Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases	Howard et al		Laboratory Corporation of America	0.775	0.831	
USA/TN-CDC-813071357/2023	2023-01-16		3.11	North America	Tennessee	Older	USA	22E (Omicron)	BQ.1.1	BQ.1.1	BQ.1.22	0.00	202303	30.00	OQ381515	Homo sapiens	Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases	Howard et al		'Helix'	0.775	0.831	-5.82
USA/ND-USAFSAM-S21104/2023	2023-01-20		3.11	North America	North Dakota	Older	USA	22E (Omicron)	BQ.1.1.56	BQ.1.1	BQ.1.1	0.00	202303	30.00	OQ364039	Homo sapiens	United States Air Force School of Aerospace Medicine Public Health Submission Group, 711th Human Performance Wing	Gruner et al		MINOT AFB	0.775	0.831	-5.82
USA/AK-CDC-LC0925871/2022	2022-10-30		3.12	North America	Alaska	Older	USA	22E (Omicron)	BQ.1.1	BQ.1.1	BQ.1.22		202244	30.00	OP809138	Homo sapiens	Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases	Howard et al		Laboratory Corporation of America	0.775	0.831	
USA/OK-CDC-QDX44165884/2022	2022-11-28		3.12	North America	Oklahoma	Older	USA	22E (Omicron)	BQ.1.1	BQ.1.1	BQ.1.1		202248	30.00	OQ074653	Homo sapiens	Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases	Howard et al		Quest Diagnostics Incorporated	0.775	0.831	
USA/MD-CDC-QDX45482830/2023	2023-01-06		3.12	North America	Maryland	Older	USA	22E (Omicron)	BQ.1.18	BQ.1.1	BQ.1.1	0.00	202301	31.00	OQ342035	Homo sapiens	Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases	Howard et al		Quest Diagnostics Incorporated	0.608	0.877	
USA/S590AK39_538294/2022	2022-12-11		3.07	North America	Mississippi	Older	USA	22E (Omicron)	BQ.1.1	BQ.1.1	BQ.1.1		202250	30.00	OQ240433	Homo sapiens	University of Mississippi Medical Center, Molecular and Genomics Core	Sen et al			0.775	0.831	
USA/TX-CDC-QDX43631819/2022	2022-11-09		3.10	North America	Texas	Older	USA	22E (Omicron)	BQ.1.1	BQ.1.1	BQ.1.1		202245	30.00	OP916469	Homo sapiens	Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases	Howard et al		Quest Diagnostics Incorporated	0.775	0.831	
USA/NE-CDC-LC0973064/2022	2022-12-15		3.18	North America	Nebraska	Older	USA	22E (Omicron)	BQ.1.1	BQ.1.1	BQ.1.1		202250	31.00	OQ186932	Homo sapiens	Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases	Howard et al		Laboratory Corporation of America	0.775	0.831	
USA/LA-CDC-QDX43916297/2022	2022-11-17		3.12	North America	Louisiana	Older	USA	22E (Omicron)	BQ.1.18	BQ.1.1	BQ.1.18		202246	31.00	OP960429	Homo sapiens	Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases	Howard et al		Quest Diagnostics Incorporated	0.775	0.831	
USA/NC-CDC-LC0923471/2022	2022-10-30		3.12	North America	North Carolina	Older	USA	22E (Omicron)	BQ.1.18	BQ.1.1	BQ.1.18		202244	31.00	OP791830	Homo sapiens	Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases	Howard et al		Laboratory Corporation of America	0.775	0.831	
USA/WV-CDC-QDX46678879/2023	2023-02-10		3.12	North America	West Virginia	3-7 days ago	USA	22E (Omicron)	BQ.1.1	BQ.1.1	BQ.1.1	0.00	202306	30.00	OQ580095	Homo sapiens	Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases	Howard et al		Quest Diagnostics Incorporated	0.775	0.831	-5.82
USA/NY-CDC-QDX44242979/2022	2022-12-02		3.12	North America	New York	Older	USA	22E (Omicron)	BQ.1.1	BQ.1.1	BQ.1.1		202248	30.00	OQ086359	Homo sapiens	Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases	Howard et al		Quest Diagnostics Incorporated	0.775	0.831	
USA/AL-CDC-STM-4MDNB8CVM/2022	2022-11-29		3.12	North America	Alabama	Older	USA	22E (Omicron)	BQ.1.1	BQ.1.1	BQ.1.22		202248	30.00	OP989653	Homo sapiens	Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases	Howard et al		'Helix'	0.775	0.831	
USA/TX-CDC-QDX46501190/2023	2023-02-02		3.12	North America	Texas	One month ago	USA	22E (Omicron)	BQ.1.1.69	BQ.1.1	BQ.1.1.69	0.00	202305	30.00	OQ466831	Homo sapiens	Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases	Howard et al		Quest Diagnostics Incorporated	0.775	0.831	-5.82
USA/HI-CDC-LC0982846/2023	2023-01-02		3.11	North America	Hawaii	Older	USA	22E (Omicron)	BQ.1.1.69	BQ.1.1	BQ.1.1.69		202301	31.00	OQ258227	Homo sapiens	Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases	Howard et al		Laboratory Corporation of America	0.638	0.835	
USA/NC-CDC-QDX45278171/2023	2023-01-04		3.12	North America	North Carolina	Older	USA	22E (Omicron)	BQ.1.1.69	BQ.1.1	BQ.1.1.69	0.00	202301	30.00	OQ301163	Homo sapiens	Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases	Howard et al		Quest Diagnostics Incorporated	0.775	0.831	
USA/NE-CDC-LC0925906/2022	2022-10-25		3.12	North America	Nebraska	Older	USA	22E (Omicron)	BQ.1.1.69	BQ.1.1	BQ.1.1.69		202243	30.00	OP827099	Homo sapiens	Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases	Howard et al		Laboratory Corporation of America	0.775	0.831	
USA/2225406/2023	2023-01-03		3.12	North America	Iowa	Older	USA	22E (Omicron)	BQ.1.1.69	BQ.1.1	BQ.1.1.69	0.00	202301	30.00	OQ256911	Homo sapiens	State Hygienic Laboratory at the University of Iowa, Molecular	Reeb et al		State Hygienic Laboratory at the University of Iowa	0.775	0.831	
USA/NV-CDC-QDX43386655/2022	2022-11-07		3.12	North America	Nevada	Older	USA	22E (Omicron)	BQ.1.1.69	BQ.1.1	BQ.1.1.69		202245	30.00	OP869752	Homo sapiens	Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases	Howard et al		Quest Diagnostics Incorporated	0.775	0.831	
USA/AL-CDC-STM-4TKWY7WZN/2022	2022-11-22		3.12	North America	Alabama	Older	USA	22E (Omicron)	BQ.1.1.69	BQ.1.1	BQ.1.1.69		202247	30.00	OP987526	Homo sapiens	Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases	Howard et al		'Helix'	0.775	0.831	
USA/KS-CDC-STM-A68PRBZXU/2022	2022-11-27		3.12	North America	Kansas	Older	USA	22E (Omicron)	BQ.1.1.69	BQ.1.1	BQ.1.1.69		202248	30.00	OP988943	Homo sapiens	Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases	Howard et al		'Helix'	0.775	0.831	
USA/CA-CDC-QDX44586359/2022	2022-12-12		3.12	North America	California	Older	USA	22E (Omicron)	BQ.1.1.69	BQ.1.1	BQ.1.1.69		202250	30.00	OQ143706	Homo sapiens	Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases	Howard et al		Quest Diagnostics Incorporated	0.775	0.831	
USA/NC-CDC-LC0969130/2022	2022-12-22		3.18	North America	North Carolina	Older	USA	22E (Omicron)	BQ.1.1.52	BQ.1.1	BQ.1.1.52		202251	30.00	OQ167188	Homo sapiens	Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases	Howard et al		Laboratory Corporation of America	0.775	0.831	
USA/SC-CDC-QDX42860858/2022	2022-10-24		3.12	North America	South Carolina	Older	USA	22E (Omicron)	BQ.1.1.52	BQ.1.1	BQ.1.1.52		202243	31.00	OP788906	Homo sapiens	Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases	Howard et al		Quest Diagnostics Incorporated	0.775	0.831	
USA/VI-CDC-2-6831952/2023	2023-01-18		3.12	North America	Virgin Islands	One month ago	USA	22E (Omicron)	BQ.1.1.1	BQ.1.1	BQ.1.1.1	0.00	202303	30.00	OQ444460	Homo sapiens	Centers for Disease Control and Prevention, Biotechnology Core Facility Branch	Sheth et al		VI-US Virgin Islands Department of Health	0.775	0.831	-5.82
USA/2223773/2022	2022-12-29		3.12	North America	Iowa	Older	USA	22E (Omicron)	BQ.1.1	BQ.1.1	BQ.1.1		202252	31.00	OQ256879	Homo sapiens	State Hygienic Laboratory at the University of Iowa, Molecular	Reeb et al		State Hygienic Laboratory at the University of Iowa	0.775	0.831	
USA/PR-CDC-813927082/2023	2023-01-16		3.12	North America	Puerto Rico	Older	USA	22E (Omicron)	EE.2	BQ.1.1	EE.2	0.00	202303	31.00	OQ381455	Homo sapiens	Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases	Howard et al		'Helix'	0.775	0.831	-5.82
USA/WA-UW-22120928102/2022	2022-12-09		3.11	North America	Washington	Older	USA	22E (Omicron)	EE.2	BQ.1.1	EE.2		202249	31.00	OQ134994	Homo sapiens	University of Washington, Laboratory Medicine and Pathology	Roychoudhury et al			0.775	0.831	
USA/OH-CDC-QDX43293458/2022	2022-11-01		3.12	North America	Ohio	Older	USA	22E (Omicron)	BQ.1.1	BQ.1.1	BQ.1.1		202244	30.00	OQ287104	Homo sapiens	Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases	Howard et al		Quest Diagnostics Incorporated	0.775	0.831	
USA/USA_UT-IDEL-2023011101_2022_NC_045512.2/2022	2022-12-25		2.96	North America	Utah	Older	USA	22E (Omicron)	BQ.1	BQ.1.1	BQ.1.22		202252	29.00	OQ305083	Homo sapiens	Intermountain Healthcare, Infectious Diseases Epidemiology Laboratory	Coombs et al			0.664	0.631	
USA/NM-CDC-LC0989423/2023	2023-01-06		3.12	North America	New Mexico	Older	USA	22E (Omicron)	BQ.1.1	BQ.1.1	BQ.1.1	0.00	202301	31.00	OQ294555	Homo sapiens	Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases	Howard et al		Laboratory Corporation of America	0.775	0.831	
